İl,İlçe,Alan (m2),Oda Sayısı,Bina Yaşı,Kat,Isıtma,Balkon,Asansör,Eşyalı mı?,Fiyat (TL)
Afyonkarahisar,Hocalar,116,4+1,30,3,Kombi,Var,Yok,Hayır,104400
Afyonkarahisar,Hocalar,125,1+1,25,6,Kombi,Var,Var,Hayır,112500
Afyonkarahisar,Hocalar,119,4+1,27,6,Merkezi,Yok,Yok,Evet,107100
Afyonkarahisar,Hocalar,144,3+1,4,16,Soba,Var,Var,Hayır,144000
Afyonkarahisar,Kızılören,112,3+1,20,16,Kombi,Yok,Yok,Evet,112000
Afyonkarahisar,Kızılören,166,2+1,16,7,Merkezi,Var,Yok,Evet,166000
Afyonkarahisar,Kızılören,69,1+1,17,7,Soba,Var,Var,Hayır,69000
Afyonkarahisar,Kızılören,128,3+1,30,6,Merkezi,Var,Yok,Hayır,115200
Afyonkarahisar,Kızılören,146,3+1,0,13,Merkezi,Yok,Yok,Evet,146000
Afyonkarahisar,Kızılören,178,2+1,3,8,Kombi,Yok,Var,Evet,178000
Afyonkarahisar,Kızılören,108,2+1,20,12,Kombi,Yok,Yok,Evet,108000
Afyonkarahisar,Kızılören,168,3+1,1,8,Kombi,Yok,Yok,Hayır,168000
Afyonkarahisar,Kızılören,93,2+1,13,7,Merkezi,Var,Yok,Evet,93000
Afyonkarahisar,Kızılören,162,2+1,17,10,Kombi,Var,Var,Evet,162000
Afyonkarahisar,Sandıklı,172,1+1,7,12,Soba,Var,Var,Hayır,172000
Afyonkarahisar,Sandıklı,138,3+1,5,13,Merkezi,Var,Yok,Hayır,138000
Afyonkarahisar,Sandıklı,66,4+1,14,1,Soba,Yok,Var,Evet,66000
Afyonkarahisar,Sandıklı,163,3+1,3,16,Merkezi,Yok,Var,Evet,163000
Afyonkarahisar,Sandıklı,111,3+1,26,1,Kombi,Yok,Yok,Evet,99900
Afyonkarahisar,Sandıklı,86,2+1,17,5,Soba,Yok,Var,Hayır,86000
Afyonkarahisar,Sandıklı,140,4+1,2,11,Soba,Var,Yok,Evet,140000
Afyonkarahisar,Sandıklı,134,3+1,1,12,Kombi,Yok,Var,Evet,134000
Afyonkarahisar,Sandıklı,107,1+1,2,13,Soba,Yok,Var,Evet,107000
Afyonkarahisar,Sandıklı,159,3+1,15,19,Kombi,Var,Yok,Hayır,159000
Afyonkarahisar,Sinanpaşa,126,4+1,23,17,Kombi,Yok,Yok,Hayır,113400
Afyonkarahisar,Sinanpaşa,97,2+1,1,15,Merkezi,Var,Yok,Hayır,97000
Afyonkarahisar,Sinanpaşa,60,3+1,4,14,Soba,Yok,Yok,Hayır,60000
Afyonkarahisar,Sinanpaşa,90,2+1,12,9,Kombi,Yok,Yok,Hayır,90000
Afyonkarahisar,Sinanpaşa,109,2+1,24,0,Soba,Var,Yok,Hayır,98100
Afyonkarahisar,Sinanpaşa,115,4+1,8,1,Soba,Var,Var,Evet,115000
Afyonkarahisar,Sinanpaşa,103,2+1,28,10,Kombi,Yok,Var,Hayır,92700
Afyonkarahisar,Sinanpaşa,165,1+1,25,5,Soba,Yok,Yok,Evet,148500
Afyonkarahisar,Sinanpaşa,104,1+1,21,14,Soba,Yok,Yok,Hayır,93600
Afyonkarahisar,Sinanpaşa,105,3+1,9,20,Kombi,Var,Yok,Hayır,105000
Afyonkarahisar,Sultandağı,177,4+1,10,7,Merkezi,Yok,Var,Evet,177000
Afyonkarahisar,Sultandağı,79,3+1,25,17,Soba,Var,Yok,Evet,71100
Afyonkarahisar,Sultandağı,101,3+1,18,13,Soba,Yok,Var,Evet,101000
Afyonkarahisar,Sultandağı,137,2+1,7,14,Kombi,Yok,Yok,Hayır,137000
Afyonkarahisar,Sultandağı,119,3+1,10,13,Merkezi,Var,Var,Evet,119000
Afyonkarahisar,Sultandağı,163,4+1,0,9,Soba,Yok,Var,Evet,163000
Afyonkarahisar,Sultandağı,112,3+1,15,16,Kombi,Yok,Yok,Evet,112000
Afyonkarahisar,Sultandağı,159,4+1,12,0,Soba,Var,Var,Hayır,159000
Afyonkarahisar,Sultandağı,73,3+1,7,11,Kombi,Var,Var,Hayır,73000
Afyonkarahisar,Sultandağı,113,2+1,17,0,Merkezi,Yok,Var,Evet,113000
Afyonkarahisar,Çay,62,2+1,16,2,Merkezi,Var,Var,Evet,62000
Afyonkarahisar,Çay,125,1+1,29,0,Merkezi,Yok,Yok,Hayır,112500
Afyonkarahisar,Çay,128,2+1,19,12,Kombi,Yok,Var,Evet,128000
Afyonkarahisar,Çay,90,4+1,12,10,Merkezi,Var,Var,Hayır,90000
Afyonkarahisar,Çay,117,1+1,4,0,Kombi,Yok,Yok,Hayır,117000
Afyonkarahisar,Çay,117,1+1,4,15,Kombi,Yok,Yok,Hayır,117000
Afyonkarahisar,Çay,125,2+1,23,0,Kombi,Yok,Yok,Hayır,112500
Afyonkarahisar,Çay,180,4+1,26,2,Merkezi,Yok,Var,Evet,162000
Afyonkarahisar,Çay,153,4+1,18,13,Merkezi,Yok,Var,Evet,153000
Afyonkarahisar,Çay,131,2+1,30,1,Merkezi,Yok,Var,Hayır,117900
Afyonkarahisar,Çobanlar,177,4+1,16,15,Merkezi,Yok,Var,Evet,177000
Afyonkarahisar,Çobanlar,135,4+1,2,2,Soba,Yok,Yok,Hayır,135000
Afyonkarahisar,Çobanlar,77,1+1,17,18,Merkezi,Var,Yok,Evet,77000
Afyonkarahisar,Çobanlar,107,4+1,20,11,Soba,Var,Yok,Evet,107000
Afyonkarahisar,Çobanlar,99,4+1,3,19,Kombi,Yok,Var,Hayır,99000
Afyonkarahisar,Çobanlar,146,2+1,29,15,Merkezi,Var,Yok,Evet,131400
Afyonkarahisar,Çobanlar,138,2+1,29,1,Soba,Var,Var,Hayır,124200
Afyonkarahisar,Çobanlar,100,1+1,14,17,Merkezi,Yok,Yok,Hayır,100000
Afyonkarahisar,Çobanlar,149,2+1,30,18,Kombi,Yok,Var,Evet,134100
Afyonkarahisar,Çobanlar,120,4+1,12,19,Soba,Yok,Var,Hayır,120000
Afyonkarahisar,İhsaniye,81,3+1,8,6,Kombi,Yok,Yok,Hayır,81000
Afyonkarahisar,İhsaniye,60,3+1,30,10,Merkezi,Var,Var,Hayır,54000
Afyonkarahisar,İhsaniye,156,1+1,7,19,Soba,Yok,Yok,Evet,156000
Afyonkarahisar,İhsaniye,143,4+1,18,9,Merkezi,Yok,Var,Hayır,143000
Afyonkarahisar,İhsaniye,83,3+1,19,20,Kombi,Yok,Var,Hayır,83000
Afyonkarahisar,İhsaniye,169,3+1,20,15,Kombi,Var,Yok,Evet,169000
Afyonkarahisar,İhsaniye,160,3+1,20,16,Merkezi,Var,Yok,Evet,160000
Afyonkarahisar,İhsaniye,172,2+1,20,20,Merkezi,Var,Yok,Hayır,172000
Afyonkarahisar,İhsaniye,127,4+1,9,6,Merkezi,Var,Var,Evet,127000
Afyonkarahisar,İhsaniye,142,2+1,14,11,Soba,Var,Yok,Evet,142000
Afyonkarahisar,İscehisar,166,3+1,8,4,Soba,Yok,Yok,Evet,166000
Afyonkarahisar,İscehisar,129,1+1,2,6,Merkezi,Yok,Yok,Hayır,129000
Afyonkarahisar,İscehisar,65,3+1,7,7,Merkezi,Var,Var,Hayır,65000
Afyonkarahisar,İscehisar,167,3+1,8,14,Merkezi,Yok,Yok,Hayır,167000
Afyonkarahisar,İscehisar,120,2+1,21,18,Merkezi,Yok,Var,Hayır,108000
Afyonkarahisar,İscehisar,76,3+1,14,6,Soba,Var,Var,Evet,76000
Afyonkarahisar,İscehisar,136,1+1,14,4,Soba,Yok,Yok,Hayır,136000
Afyonkarahisar,İscehisar,107,2+1,24,10,Merkezi,Yok,Var,Evet,96300
Afyonkarahisar,İscehisar,67,2+1,15,2,Soba,Yok,Var,Evet,67000
Afyonkarahisar,İscehisar,135,4+1,22,8,Soba,Yok,Yok,Hayır,121500
Afyonkarahisar,Şuhut,75,2+1,12,18,Soba,Yok,Var,Hayır,75000
Afyonkarahisar,Şuhut,93,4+1,3,16,Merkezi,Var,Yok,Evet,93000
Afyonkarahisar,Şuhut,142,2+1,12,15,Kombi,Yok,Var,Hayır,142000
Afyonkarahisar,Şuhut,114,4+1,20,0,Merkezi,Var,Var,Hayır,114000
Afyonkarahisar,Şuhut,106,3+1,23,8,Soba,Yok,Var,Hayır,95400
Afyonkarahisar,Şuhut,101,4+1,5,1,Kombi,Yok,Yok,Hayır,101000
Afyonkarahisar,Şuhut,70,3+1,12,12,Merkezi,Var,Var,Evet,70000
Afyonkarahisar,Şuhut,99,1+1,18,12,Kombi,Var,Var,Evet,99000
Afyonkarahisar,Şuhut,179,2+1,7,2,Kombi,Yok,Var,Evet,179000
Afyonkarahisar,Şuhut,70,1+1,0,16,Kombi,Yok,Var,Hayır,70000
Aksaray,Aksaray Merkez,127,3+1,19,9,Kombi,Var,Yok,Evet,152400
Aksaray,Aksaray Merkez,73,2+1,3,8,Soba,Yok,Yok,Hayır,87600
Aksaray,Aksaray Merkez,143,3+1,22,0,Kombi,Yok,Var,Evet,171600
Aksaray,Aksaray Merkez,169,4+1,12,6,Merkezi,Var,Var,Hayır,202800
Aksaray,Aksaray Merkez,161,3+1,12,12,Soba,Yok,Var,Hayır,193200
Aksaray,Aksaray Merkez,90,2+1,2,3,Merkezi,Yok,Yok,Evet,108000
Aksaray,Aksaray Merkez,172,3+1,16,14,Kombi,Yok,Yok,Evet,206400
Aksaray,Aksaray Merkez,112,2+1,16,3,Soba,Var,Yok,Evet,134400
Aksaray,Aksaray Merkez,174,2+1,4,0,Kombi,Yok,Var,Evet,208800
Aksaray,Aksaray Merkez,159,4+1,18,2,Soba,Yok,Var,Evet,190800
Aksaray,Ağaçören,81,2+1,0,7,Soba,Yok,Var,Evet,81000
Aksaray,Ağaçören,75,4+1,27,16,Kombi,Var,Var,Evet,67500
Aksaray,Ağaçören,107,2+1,10,13,Kombi,Var,Yok,Evet,107000
Aksaray,Ağaçören,149,1+1,21,2,Merkezi,Yok,Var,Hayır,134100
Aksaray,Ağaçören,77,2+1,14,11,Soba,Var,Var,Evet,77000
Aksaray,Ağaçören,65,1+1,19,19,Soba,Var,Yok,Hayır,65000
Aksaray,Ağaçören,71,4+1,1,17,Soba,Yok,Yok,Evet,71000
Aksaray,Ağaçören,172,1+1,15,14,Soba,Yok,Yok,Hayır,172000
Aksaray,Ağaçören,133,1+1,13,20,Soba,Yok,Yok,Hayır,133000
Aksaray,Ağaçören,65,1+1,30,1,Soba,Yok,Var,Hayır,58500
Aksaray,Eskil,75,2+1,15,14,Soba,Yok,Var,Evet,75000
Aksaray,Eskil,160,4+1,8,17,Soba,Var,Var,Hayır,160000
Aksaray,Eskil,60,1+1,9,4,Kombi,Yok,Var,Hayır,60000
Aksaray,Eskil,108,4+1,10,8,Soba,Yok,Yok,Evet,108000
Aksaray,Eskil,107,4+1,30,7,Merkezi,Var,Yok,Evet,96300
Aksaray,Eskil,124,4+1,20,1,Kombi,Var,Yok,Hayır,124000
Aksaray,Eskil,149,1+1,10,6,Soba,Yok,Yok,Evet,149000
Aksaray,Eskil,139,3+1,25,15,Soba,Yok,Var,Hayır,125100
Aksaray,Eskil,98,4+1,2,16,Kombi,Var,Var,Evet,98000
Aksaray,Eskil,130,3+1,11,13,Merkezi,Yok,Var,Evet,130000
Aksaray,Gülağaç,73,3+1,30,4,Soba,Var,Var,Hayır,65700
Aksaray,Gülağaç,61,1+1,28,18,Soba,Var,Var,Hayır,54900
Aksaray,Gülağaç,105,1+1,17,15,Merkezi,Yok,Var,Hayır,105000
Aksaray,Gülağaç,163,4+1,19,13,Soba,Var,Var,Hayır,163000
Aksaray,Gülağaç,173,3+1,20,4,Kombi,Var,Yok,Evet,173000
Aksaray,Gülağaç,117,1+1,26,7,Merkezi,Var,Yok,Evet,105300
Aksaray,Gülağaç,118,4+1,24,15,Kombi,Var,Var,Evet,106200
Aksaray,Gülağaç,83,3+1,0,11,Soba,Yok,Yok,Evet,83000
Aksaray,Gülağaç,166,2+1,7,3,Merkezi,Var,Yok,Hayır,166000
Aksaray,Gülağaç,112,1+1,21,5,Merkezi,Yok,Var,Hayır,100800
Aksaray,Güzelyurt,120,2+1,29,2,Soba,Var,Yok,Evet,108000
Aksaray,Güzelyurt,154,2+1,9,18,Soba,Yok,Var,Evet,154000
Aksaray,Güzelyurt,108,1+1,5,7,Kombi,Yok,Yok,Evet,108000
Aksaray,Güzelyurt,166,1+1,3,4,Merkezi,Yok,Var,Hayır,166000
Aksaray,Güzelyurt,140,2+1,26,20,Soba,Yok,Var,Hayır,126000
Aksaray,Güzelyurt,145,1+1,26,5,Merkezi,Yok,Yok,Evet,130500
Aksaray,Güzelyurt,112,1+1,6,9,Kombi,Yok,Var,Hayır,112000
Aksaray,Güzelyurt,99,4+1,9,14,Kombi,Yok,Yok,Evet,99000
Aksaray,Güzelyurt,176,4+1,5,18,Merkezi,Yok,Var,Hayır,176000
Aksaray,Güzelyurt,118,1+1,9,16,Soba,Var,Var,Hayır,118000
Aksaray,Ortaköy,98,3+1,2,9,Merkezi,Var,Yok,Hayır,117600
Aksaray,Ortaköy,135,3+1,6,3,Merkezi,Var,Var,Evet,162000
Aksaray,Ortaköy,174,3+1,1,10,Soba,Var,Var,Evet,208800
Aksaray,Ortaköy,154,2+1,16,10,Merkezi,Yok,Yok,Evet,184800
Aksaray,Ortaköy,92,2+1,10,17,Merkezi,Var,Var,Evet,110400
Aksaray,Ortaköy,119,1+1,0,17,Soba,Yok,Yok,Evet,142800
Aksaray,Ortaköy,121,3+1,16,20,Merkezi,Yok,Var,Evet,145200
Aksaray,Ortaköy,88,1+1,4,13,Soba,Var,Var,Evet,105600
Aksaray,Ortaköy,85,4+1,27,14,Kombi,Yok,Yok,Hayır,102000
Aksaray,Ortaköy,156,4+1,17,8,Merkezi,Var,Var,Hayır,187200
Aksaray,Sarıyahşi,146,1+1,2,10,Soba,Yok,Yok,Hayır,146000
Aksaray,Sarıyahşi,148,2+1,20,1,Kombi,Yok,Yok,Evet,148000
Aksaray,Sarıyahşi,64,4+1,16,6,Merkezi,Yok,Yok,Hayır,64000
Aksaray,Sarıyahşi,152,1+1,11,11,Merkezi,Var,Yok,Evet,152000
Aksaray,Sarıyahşi,175,3+1,11,19,Merkezi,Yok,Yok,Evet,175000
Aksaray,Sarıyahşi,132,2+1,20,1,Soba,Yok,Var,Evet,132000
Aksaray,Sarıyahşi,160,2+1,29,14,Soba,Var,Yok,Evet,144000
Aksaray,Sarıyahşi,90,1+1,16,13,Merkezi,Yok,Var,Hayır,90000
Aksaray,Sarıyahşi,131,2+1,28,9,Kombi,Yok,Var,Hayır,117900
Aksaray,Sarıyahşi,127,2+1,9,12,Merkezi,Var,Var,Hayır,127000
Aksaray,Sultanhanı,126,1+1,29,11,Merkezi,Var,Var,Evet,113400
Aksaray,Sultanhanı,150,1+1,26,11,Merkezi,Yok,Var,Evet,135000
Aksaray,Sultanhanı,122,4+1,1,13,Merkezi,Yok,Var,Hayır,122000
Aksaray,Sultanhanı,180,4+1,17,6,Soba,Var,Var,Hayır,180000
Aksaray,Sultanhanı,137,1+1,22,11,Kombi,Yok,Var,Hayır,123300
Aksaray,Sultanhanı,130,3+1,9,12,Kombi,Var,Var,Hayır,130000
Aksaray,Sultanhanı,93,3+1,20,10,Merkezi,Yok,Var,Evet,93000
Aksaray,Sultanhanı,172,3+1,20,18,Merkezi,Var,Yok,Hayır,172000
Aksaray,Sultanhanı,117,4+1,8,8,Soba,Var,Yok,Hayır,117000
Aksaray,Sultanhanı,64,4+1,0,18,Merkezi,Yok,Var,Evet,64000
Amasya,Amasya Merkez,157,2+1,30,9,Merkezi,Yok,Yok,Hayır,188400
Amasya,Amasya Merkez,111,1+1,24,0,Kombi,Var,Var,Evet,133200
Amasya,Amasya Merkez,81,3+1,15,10,Soba,Var,Var,Evet,97200
Amasya,Amasya Merkez,168,4+1,17,18,Soba,Var,Yok,Evet,201600
Amasya,Amasya Merkez,62,2+1,4,11,Kombi,Yok,Var,Evet,74400
Amasya,Amasya Merkez,177,3+1,1,15,Kombi,Var,Var,Hayır,212400
Amasya,Amasya Merkez,123,1+1,25,13,Soba,Var,Var,Evet,147600
Amasya,Amasya Merkez,155,1+1,8,7,Soba,Yok,Var,Evet,186000
Amasya,Amasya Merkez,120,3+1,17,3,Soba,Yok,Var,Evet,144000
Amasya,Amasya Merkez,66,2+1,17,18,Kombi,Var,Yok,Hayır,79200
Amasya,Göynücek,93,2+1,7,18,Merkezi,Yok,Yok,Evet,93000
Amasya,Göynücek,60,2+1,19,0,Merkezi,Var,Var,Hayır,60000
Amasya,Göynücek,143,3+1,27,10,Kombi,Yok,Yok,Evet,128700
Amasya,Göynücek,153,4+1,22,18,Merkezi,Var,Var,Evet,137700
Amasya,Göynücek,104,2+1,28,18,Merkezi,Var,Yok,Hayır,93600
Amasya,Göynücek,86,4+1,19,13,Soba,Var,Var,Evet,86000
Amasya,Göynücek,129,3+1,19,0,Kombi,Var,Yok,Hayır,129000
Amasya,Göynücek,94,1+1,12,6,Kombi,Var,Var,Hayır,94000
Amasya,Göynücek,173,1+1,2,10,Soba,Var,Yok,Hayır,173000
Amasya,Göynücek,116,3+1,1,17,Soba,Var,Yok,Hayır,116000
Amasya,Gümüşhacıköy,179,4+1,19,17,Kombi,Yok,Var,Evet,179000
Amasya,Gümüşhacıköy,87,4+1,27,14,Merkezi,Yok,Var,Evet,78300
Amasya,Gümüşhacıköy,120,2+1,0,20,Kombi,Var,Yok,Evet,120000
Amasya,Gümüşhacıköy,140,1+1,28,12,Soba,Var,Var,Evet,126000
Amasya,Gümüşhacıköy,74,1+1,6,13,Kombi,Yok,Yok,Hayır,74000
Amasya,Gümüşhacıköy,151,4+1,19,4,Soba,Var,Var,Hayır,151000
Amasya,Gümüşhacıköy,133,1+1,26,19,Soba,Yok,Yok,Evet,119700
Amasya,Gümüşhacıköy,124,4+1,8,4,Kombi,Yok,Yok,Evet,124000
Amasya,Gümüşhacıköy,124,2+1,7,19,Soba,Yok,Var,Hayır,124000
Amasya,Gümüşhacıköy,72,3+1,21,2,Soba,Var,Yok,Evet,64800
Amasya,Hamamözü,150,3+1,8,14,Soba,Var,Yok,Evet,150000
Amasya,Hamamözü,118,2+1,21,1,Kombi,Var,Yok,Evet,106200
Amasya,Hamamözü,129,3+1,4,10,Kombi,Var,Var,Evet,129000
Amasya,Hamamözü,149,4+1,16,3,Merkezi,Var,Yok,Hayır,149000
Amasya,Hamamözü,154,4+1,30,19,Soba,Yok,Yok,Hayır,138600
Amasya,Hamamözü,80,2+1,15,13,Kombi,Yok,Var,Evet,80000
Amasya,Hamamözü,106,3+1,5,8,Soba,Yok,Var,Hayır,106000
Amasya,Hamamözü,103,1+1,30,4,Kombi,Yok,Yok,Evet,92700
Amasya,Hamamözü,97,1+1,21,17,Merkezi,Var,Var,Evet,87300
Amasya,Hamamözü,135,2+1,13,13,Kombi,Yok,Yok,Hayır,135000
Amasya,Merzifon,64,4+1,9,8,Soba,Yok,Yok,Evet,76800
Amasya,Merzifon,86,1+1,15,4,Soba,Var,Yok,Evet,103200
Amasya,Merzifon,170,2+1,9,10,Merkezi,Yok,Var,Evet,204000
Amasya,Merzifon,109,4+1,18,3,Merkezi,Var,Var,Hayır,130800
Amasya,Merzifon,159,3+1,23,10,Merkezi,Var,Var,Evet,190800
Amasya,Merzifon,68,3+1,16,0,Merkezi,Var,Var,Evet,81600
Amasya,Merzifon,160,3+1,30,1,Kombi,Var,Yok,Evet,192000
Amasya,Merzifon,63,4+1,22,7,Kombi,Var,Var,Evet,75600
Amasya,Merzifon,65,4+1,26,12,Soba,Var,Var,Hayır,78000
Amasya,Merzifon,157,2+1,6,1,Soba,Var,Var,Hayır,188400
Amasya,Suluova,122,1+1,13,6,Kombi,Yok,Var,Evet,122000
Amasya,Suluova,92,4+1,9,19,Merkezi,Var,Var,Hayır,92000
Amasya,Suluova,114,4+1,25,7,Merkezi,Yok,Var,Hayır,102600
Amasya,Suluova,168,4+1,3,6,Soba,Var,Var,Evet,168000
Amasya,Suluova,165,1+1,14,15,Merkezi,Yok,Var,Hayır,165000
Amasya,Suluova,100,4+1,2,1,Soba,Yok,Yok,Hayır,100000
Amasya,Suluova,63,2+1,3,6,Merkezi,Var,Var,Hayır,63000
Amasya,Suluova,62,3+1,17,14,Kombi,Yok,Yok,Hayır,62000
Amasya,Suluova,168,4+1,17,13,Soba,Yok,Var,Hayır,168000
Amasya,Suluova,144,2+1,29,7,Merkezi,Yok,Var,Hayır,129600
Amasya,Taşova,101,2+1,3,13,Merkezi,Yok,Var,Evet,101000
Amasya,Taşova,163,4+1,19,17,Merkezi,Var,Yok,Hayır,163000
Amasya,Taşova,88,2+1,30,13,Kombi,Var,Yok,Evet,79200
Amasya,Taşova,155,2+1,6,2,Merkezi,Var,Yok,Hayır,155000
Amasya,Taşova,100,1+1,26,20,Soba,Var,Yok,Evet,90000
Amasya,Taşova,80,3+1,30,2,Kombi,Yok,Var,Hayır,72000
Amasya,Taşova,73,1+1,19,14,Soba,Yok,Yok,Evet,73000
Amasya,Taşova,151,4+1,11,7,Soba,Yok,Yok,Hayır,151000
Amasya,Taşova,176,4+1,4,18,Soba,Var,Var,Hayır,176000
Amasya,Taşova,142,2+1,5,2,Kombi,Var,Var,Evet,142000
Ankara,Akyurt,151,3+1,6,3,Kombi,Var,Var,Evet,1228000
Ankara,Akyurt,57,4+1,12,2,Kombi,Var,Var,Hayır,1000000
Ankara,Akyurt,150,4+1,19,3,Merkezi,Yok,Yok,Evet,3076000
Ankara,Akyurt,179,1+1,6,1,Soba,Var,Yok,Evet,5176000
Ankara,Akyurt,52,1+1,6,3,Kombi,Yok,Yok,Hayır,1210000
Ankara,Akyurt,134,4+1,9,2,Kombi,Var,Var,Hayır,3501000
Ankara,Akyurt,95,3+1,6,4,Soba,Yok,Var,Evet,941000
Ankara,Akyurt,171,2+1,15,3,Merkezi,Yok,Yok,Hayır,4446000
Ankara,Akyurt,193,4+1,27,2,Kombi,Yok,Yok,Hayır,6558000
Ankara,Akyurt,162,3+1,8,3,Soba,Yok,Yok,Evet,4732000
Ankara,Altındağ,125,2+1,18,0,Kombi,Yok,Var,Hayır,2643000
Ankara,Altındağ,156,1+1,7,3,Soba,Var,Var,Evet,6170000
Ankara,Altındağ,99,4+1,10,3,Merkezi,Yok,Yok,Evet,2020000
Ankara,Altındağ,168,3+1,4,4,Merkezi,Yok,Yok,Hayır,2770000
Ankara,Altındağ,163,2+1,6,0,Merkezi,Var,Yok,Evet,4671000
Ankara,Altındağ,105,3+1,19,0,Kombi,Yok,Var,Evet,1019000
Ankara,Altındağ,156,3+1,18,0,Soba,Var,Var,Evet,2662000
Ankara,Altındağ,85,2+1,29,3,Kombi,Yok,Var,Evet,3100000
Ankara,Altındağ,73,2+1,29,1,Merkezi,Yok,Yok,Hayır,2446000
Ankara,Altındağ,165,3+1,14,1,Kombi,Yok,Var,Hayır,5613000
Ankara,Ayaş,161,3+1,22,1,Kombi,Yok,Var,Hayır,4418000
Ankara,Ayaş,187,1+1,23,3,Kombi,Var,Yok,Hayır,1900000
Ankara,Ayaş,188,2+1,5,3,Merkezi,Var,Var,Evet,4883000
Ankara,Ayaş,161,3+1,3,1,Merkezi,Yok,Var,Hayır,5231000
Ankara,Ayaş,169,3+1,30,1,Soba,Yok,Var,Hayır,5032000
Ankara,Ayaş,75,3+1,7,0,Kombi,Var,Yok,Evet,2924000
Ankara,Ayaş,95,2+1,8,5,Soba,Var,Yok,Hayır,1969000
Ankara,Ayaş,101,1+1,3,3,Kombi,Var,Yok,Hayır,2413000
Ankara,Ayaş,153,3+1,21,1,Soba,Yok,Var,Evet,3886000
Ankara,Ayaş,60,3+1,8,3,Kombi,Yok,Yok,Evet,647000
Ankara,Bala,129,3+1,8,3,Soba,Yok,Var,Hayır,3721000
Ankara,Bala,54,4+1,22,1,Kombi,Yok,Yok,Hayır,1850000
Ankara,Bala,132,4+1,6,3,Merkezi,Var,Var,Hayır,3598000
Ankara,Bala,139,3+1,11,0,Soba,Var,Yok,Evet,1709000
Ankara,Bala,200,1+1,22,1,Merkezi,Yok,Yok,Hayır,4915000
Ankara,Bala,103,2+1,6,1,Kombi,Yok,Yok,Hayır,950000
Ankara,Bala,60,3+1,29,5,Soba,Yok,Var,Hayır,1434000
Ankara,Bala,80,2+1,24,4,Kombi,Var,Var,Evet,2524000
Ankara,Bala,107,4+1,17,0,Merkezi,Var,Yok,Hayır,1051000
Ankara,Bala,115,2+1,8,3,Merkezi,Yok,Yok,Evet,1129000
Ankara,Beypazarı,65,3+1,15,3,Kombi,Var,Yok,Hayır,2275000
Ankara,Beypazarı,193,3+1,19,2,Soba,Var,Yok,Evet,4345000
Ankara,Beypazarı,91,1+1,29,5,Merkezi,Var,Yok,Evet,962000
Ankara,Beypazarı,92,2+1,14,1,Soba,Yok,Var,Hayır,1244000
Ankara,Beypazarı,69,4+1,17,5,Merkezi,Var,Var,Evet,1379000
Ankara,Beypazarı,58,3+1,14,3,Kombi,Var,Yok,Evet,420000
Ankara,Beypazarı,67,4+1,5,5,Kombi,Var,Yok,Hayır,1659000
Ankara,Beypazarı,104,1+1,17,5,Merkezi,Yok,Var,Evet,2260000
Ankara,Beypazarı,107,4+1,23,1,Kombi,Var,Var,Evet,2193000
Ankara,Beypazarı,128,1+1,3,0,Kombi,Yok,Yok,Hayır,3278000
Ankara,Elmadağ,127,1+1,19,1,Kombi,Yok,Yok,Evet,4322000
Ankara,Elmadağ,148,4+1,16,5,Merkezi,Var,Yok,Evet,2353000
Ankara,Elmadağ,190,3+1,20,2,Soba,Var,Yok,Evet,5217000
Ankara,Elmadağ,67,3+1,6,1,Soba,Yok,Var,Hayır,2431000
Ankara,Elmadağ,136,3+1,4,2,Merkezi,Yok,Yok,Evet,4426000
Ankara,Elmadağ,153,2+1,2,4,Soba,Yok,Yok,Hayır,3099000
Ankara,Elmadağ,100,3+1,1,4,Merkezi,Yok,Yok,Evet,960000
Ankara,Elmadağ,63,4+1,20,3,Merkezi,Yok,Yok,Hayır,1676000
Ankara,Elmadağ,80,3+1,10,5,Merkezi,Var,Var,Hayır,1304000
Ankara,Elmadağ,53,3+1,18,5,Merkezi,Var,Yok,Evet,1898000
Ankara,Etimesgut,90,4+1,22,2,Soba,Yok,Var,Hayır,2363000
Ankara,Etimesgut,149,1+1,18,3,Merkezi,Var,Yok,Evet,3101000
Ankara,Etimesgut,178,4+1,1,2,Soba,Yok,Var,Evet,3354000
Ankara,Etimesgut,187,1+1,5,1,Merkezi,Var,Yok,Evet,1718000
Ankara,Etimesgut,109,1+1,17,2,Kombi,Yok,Yok,Hayır,1707000
Ankara,Etimesgut,176,3+1,5,1,Kombi,Yok,Var,Evet,1517000
Ankara,Etimesgut,52,2+1,17,3,Kombi,Yok,Yok,Evet,1026000
Ankara,Etimesgut,131,1+1,24,0,Kombi,Yok,Var,Hayır,1946000
Ankara,Etimesgut,86,4+1,14,4,Kombi,Var,Yok,Evet,2686000
Ankara,Etimesgut,181,1+1,19,0,Merkezi,Yok,Var,Evet,6152000
Ankara,Evren,149,4+1,19,3,Soba,Yok,Yok,Evet,3930000
Ankara,Evren,90,1+1,10,2,Soba,Var,Yok,Hayır,1144000
Ankara,Evren,64,4+1,14,0,Soba,Yok,Var,Hayır,1163000
Ankara,Evren,68,2+1,10,2,Merkezi,Var,Yok,Hayır,2559000
Ankara,Evren,91,3+1,24,2,Merkezi,Yok,Var,Evet,2221000
Ankara,Evren,157,3+1,7,1,Kombi,Yok,Yok,Hayır,1209000
Ankara,Evren,132,3+1,8,0,Kombi,Yok,Var,Evet,3115000
Ankara,Evren,104,3+1,3,2,Merkezi,Var,Yok,Hayır,3163000
